MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Dark Tourist,2018.0,"
Documentary            ",7.5,"
From a nuclear lake to a haunted forest, New Zealand filmmaker and journalist David Farrier ('Tickled') visits unusual -- and often macabre -- tourism spots around the world.","
            
    Stars:
David Farrier, 
Christian Wolf, 
Robin Brown, 
Dan Bulter
",0.007250591680372257,0.04689331770222743,0.0
Madre Solo hay Dos,2021.0,"
Comedy, Drama, Fantasy            ",7.4,"
After finding out their babies were switched at birth, two women develop a plan to adjust to their new lives creating a single and very peculiar family.","
            
    Stars:
Liz Gallardo, 
Javier Ponce, 
Ludwika Paleta, 
Paulina Goto
",0.001361644849149362,0.0,0.0
Selva trágica,2020.0,"
Drama, Mystery            ",5.6,"
To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human and the supernatural.","
    Director:
Yulene Olaizola
| 
    Stars:
Indira Rubie Andrewin, 
Gilberto Barraza, 
Mariano Tun Xool, 
Eligio Meléndez
",0.0,0.11254396248534583,0.0
Seis Manos,2019.0,"
Animation, Action, Adventure            ",7.2,"
Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.","
            
    Stars:
Vic Chao, 
Mike Colter, 
Jonny Cruz, 
Aislinn Derbez
",0.0014429869718890537,0.031652989449003514,0.0
Nihon Chinbotsu 2020,2020.0,"
Animation, Adventure, Drama            ",6.4,"
An ordinary family is put to the test as a series of massive earthquakes throw Japan into total mayhem. From director Masaaki Yuasa (Devilman Crybaby), the first anime adaptation of the bestselling science fiction novel by Sakyo Komatsu.","
            
    Stars:
Ryan Bartley, 
Billy Kametz, 
Faye Mata, 
Grace Lynn Kung
",0.0028447457445812774,0.029308323563892142,0.0
Win It All,2017.0,"
Comedy            ",6.2,"
A small-time gambler agrees to stash a bag for an acquaintance who is heading to prison. When he discovers cash in the bag, he can't resist the urge to dip into the funds.","
    Director:
Joe Swanberg
| 
    Stars:
Jake Johnson, 
Rony Shemon, 
Morgan Ng, 
Edward Kaihatsu
",0.009611741791131256,0.10316529894490034,0.0
Sardar Ka Grandson,2021.0,"
Comedy, Drama, Romance            ",4.2,"
A devoted grandson embarks on a complicated and comic journey to fulfill his ailing grandmother's last wish.","
    Director:
Kaashvi Nair
| 
    Stars:
Neena Gupta, 
Arjun Kapoor, 
Rakul Preet Singh, 
Kanwaljit Singh
",0.004464902545451304,0.16295427901524032,0.0
Disclosure: Trans Lives on Screen,2020.0,"
Documentary            ",8.2,"
An in-depth look at Hollywood's depiction of transgender people and the impact of those stories on transgender lives and American culture.","
    Director:
Sam Feder
| 
    Stars:
Laverne Cox, 
Bianca Leigh, 
Jen Richards, 
Alexandra Billings
",0.005110068149098997,0.12661195779601406,0.0
Gangcheolbi,2017.0,"
Action, Drama, Thriller            ",7.1,"
A coup in North Korea forces an agent to defect to South with unconscious ""Number One"". While operatives from North hunt for both of them, the agent has to work with South Koreans to stop the nuclear war.","
    Director:
WooSuk Yang
| 
    Stars:
Jung Woo-sung, 
Kwak Do-won, 
Kim Kap-su, 
Eui-sung Kim
",0.005491150422756183,0.16295427901524032,0.0
Kureyon Shinchan,1992.0,"
Animation, Comedy, Family            ",8.2,"
Shinchan is the naughtiest 5 year old boy around. He is smitten with older women, an urge he never manages to saturate. This page covers the original Japanese version as aired in Japan.","
            
    Stars:
Yumiko Kobayashi, 
Akiko Yajima, 
Miki Narahashi, 
Mari Mashiba
",0.0,0.029308323563892142,0.0
V/H/S Viral,2014.0,"
Horror, Thriller            ",4.2,"
A Los Angeles police chase sends a fame-obsessed man on a wild ride to save his girlfriend from a cybernetic terror.","
    Directors:
Justin Benson, 
Gregg Bishop, 
Todd Lincoln, 
Aaron Moorhead, 
Marcel Sarmiento, 
Nacho Vigalondo
| 
    Stars:
Patrick Lawrie, 
Emilia Ares, 
Celia K. Milius, 
Steve Berens
",0.017293558149589276,0.09495896834701055,0.0
Inosensu: Innocence,2004.0,"
Animation, Action, Drama            ",7.5,"
In the year 2032, Batô, a cyborg detective for the anti-terrorist unit Public Security Section 9, investigates the case of a female robot--one created solely for sexual pleasure--who slaughtered her owner.","
    Director:
Mamoru Oshii
| 
    Stars:
Akio Ôtsuka, 
Atsuko Tanaka, 
Tamio Ôki, 
Kôichi Yamadera
",0.04124714188294757,0.11723329425556857,0.0020634511220015478
Paquita Salas,2016.0,"
Comedy            ",8.0,"
After losing her biggest client talent agent Paquita starts a search for new stars.","
            
    Stars:
Brays Efe, 
Belén Cuesta, 
Lidia San José, 
Álex de Lucas
",0.003007429990060661,0.0,0.0
Bajo la piel de lobo,2017.0,"
Action, Adventure, Drama            ",5.8,"
A highlander that lives alone in the mountains buys a wife to relieve his loneliness.","
    Director:
Samu Fuentes
| 
    Stars:
Mario Casas, 
Irene Escolar, 
Ruth Díaz, 
Kandido Uranga
",0.0030575723944892383,0.12895662368112543,0.0
Mrs. Serial Killer,2020.0,"
Crime, Drama, Thriller            ",4.8,"
When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.","
    Director:
Shirish Kunder
| 
    Stars:
Jacqueline Fernandez, 
Manoj Bajpayee, 
Mohit Raina, 
Zayn Marie Khan
",0.015036035674649336,0.12426729191090269,0.0
100-man no Inochi no Ue ni Ore wa Tatte Iru,2020.0,"
Animation, Action, Adventure            ",6.4,"
Yotsuya Yuusuke along with his classmates Shindou Iu and Hakozaki Kusue have been transported to a strange and unknown world inhabited by mythological creatures. As soon as they arrive, ...                See full summary »
","
            
    Stars:
Tara Sands, 
Makoto Koichi, 
Risa Kubota, 
Yûto Uemura
",0.0,0.026963657678780773,0.0
Eerie,2018.0,"
Horror, Mystery, Thriller            ",4.7,"
When a student's suicide rattles an all-girls Catholic school, a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past.","
    Director:
Mikhail Red
| 
    Stars:
Bea Alonzo, 
Charo Santos-Concio, 
Jake Cuenca, 
Maxene Magalona
",0.0023399788733336007,0.11840562719812425,0.0
Sul più bello,2020.0,"
Comedy, Drama, Romance            ",5.4,"
Marta may be an orphan, and she may be affected by a lethal illness, yet she is the most positive person one can meet. She wants a boy to fall for her. Not any boy - the most handsome of them all. One day, she may have found her match.","
    Director:
Alice Filippi
| 
    Stars:
Giuseppe Maggio, 
Ludovica Francesconi, 
Eleonora Gaggero, 
Luca John Rosati
",0.0,0.10668229777256741,0.0
Sulla Stessa Onda,2021.0,"
Drama, Romance, Sport            ",5.7,"
A summer adventure under the Sicilian sun soon becomes a painful love story","
    Director:
Massimiliano Camaiti
| 
    Stars:
Elvira Camarrone, 
Roberto Christian, 
Donatella Finocchiaro, 
Corrado Invernizzi
",0.0,0.11606096131301288,0.0
Qu'est-ce qu'on a encore fait au bon Dieu?,2019.0,"
Comedy, Drama            ",6.1,"
Claude and Marie Verneuil face a new crisis: their four daughters' spouses--David, Rachid, Chao, and Charles--have decided to leave France for various reasons. Here they imagine their lives elsewhere.","
    Director:
Philippe de Chauveron
| 
    Stars:
Christian Clavier, 
Chantal Lauby, 
Ary Abittan, 
Medi Sadoun
",0.007454504125048471,0.11606096131301288,0.0
The Lizzie Borden Chronicles,2015.0,"
Crime, Drama, Horror            ",7.0,"
Fictionalized account of actual events and people surrounding Lizzie Andrew Borden after her controversial acquittal of the double murder of her father and stepmother in 1892.","
            
    Stars:
Christina Ricci, 
Clea DuVall, 
Cole Hauser, 
Dylan Taylor
",0.004395817454905264,0.3950762016412661,0.0
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017.0,"
Documentary            ",7.7,"
A behind-the-scenes look at how Jim Carrey adopted the persona of idiosyncratic comedian Andy Kaufman on the set of Man on the Moon (1999).","
    Director:
Chris Smith
| 
    Stars:
Jim Carrey, 
Danny DeVito, 
Milos Forman, 
Peter Bonerz
",0.02700001337130785,0.11019929660023446,0.0
Giruti kuraun: Guilty Crown,2011.0,"
Animation, Action, Romance            ",7.1,"
After the outbreak of the unidentified virus ""Lost Christmas"" in 2029, Japan has been under the control of a multi-nation organization called GHQ. Ohma Shu is a 17 year old boy who has a ...                See full summary »
","
            
    Stars:
Yûki Kaji, 
Ai Kayano, 
Kana Hanazawa, 
Kate Bristol
",0.0049551838331973914,0.026963657678780773,0.0
The Cuba Libre Story,2016.0,"
Documentary, History            ",7.7,"
This documentary series recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.","
            
    Stars:
Ken Eaken, 
Jaime Suchlicki, 
Jean-Pierre Clerc, 
Michael Zeuske
",0.0015956427364827218,0.06096131301289566,0.0
Wolkenbruchs wunderliche Reise in die Arme einer Schickse,2018.0,"
Comedy, Drama            ",6.6,"
Young Jewish man bucks orthodox traditions (and mother's meddling) by shaving, shopping outside the faithful, and considering a shiksa for a wife.","
    Director:
Michael Steiner
| 
    Stars:
Joel Basman, 
Noémie Schmidt, 
Udo Samel, 
Sunnyi Melles
",0.004296646921702078,0.11019929660023446,0.0
The Incredible Shrinking Man,1957.0,"
Horror, Sci-Fi            ",7.6,"
When Scott Carey begins to shrink because of exposure to a combination of radiation and insecticide, medical science is powerless to help him.","
    Director:
Jack Arnold
| 
    Stars:
Grant Williams, 
Randy Stuart, 
April Kent, 
Paul Langton
",0.01874323077540214,0.09495896834701055,0.0
Beneath the Leaves,2019.0,"
Thriller            ",4.6,"
Four small-town boys are kidnapped by James Whitley, a warm-eyed psychopath.","
    Director:
Adam Marino
| 
    Stars:
Mira Sorvino, 
Kristoffer Polaha, 
Doug Jones, 
Aaron Farb
",0.0015477288833620816,0.10550996483001171,0.0
Devils Line,2018.0,"
Animation, Action, Crime            ",6.9,"
Vampires seem to be living among humans. Of course the government does not know of their existence, because their appearance does not differ from humans. They also do not need to drink ...                See full summary »
","
            
    Stars:
Luci Christian, 
Justin Doran, 
Adam Gibbs, 
Yui Ishikawa
",0.0,0.028135990621336458,0.0
Manny & Lo,1996.0,"
Comedy, Drama            ",6.6,"
A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.","
    Director:
Lisa Krueger
| 
    Stars:
Scarlett Johansson, 
Aleksa Palladino, 
Mary Kay Place, 
Dean Silvers
",0.002166151871314533,0.10316529894490034,0.0009920438086545903
Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,2017.0,"
Animation, Action, Adventure            ",7.4,"
Kirito uncovers a conspiracy within Ordinal Scale, a popular AR game developed for a new system called The Augma.","
    Director:
Tomohiko Itô
| 
    Stars:
Yoshitsugu Matsuoka, 
Haruka Tomatsu, 
Kanae Itô, 
Ayana Taketatsu
",0.007860100463092962,0.1395076201641266,0.0
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",2015.0,"
Animation, Action, Adventure            ",7.5,"
A gate appears in modern-day Tokyo which allows access to a fantasy world. A Japanese military squad is formed to establish ties between both worlds.","
            
    Stars:
Jun'ichi Suwabe, 
Nao Tôyama, 
Hisako Kanemoto, 
Risa Taneda
",0.0032157995373527483,0.028135990621336458,0.0
The Seven Deadly Sins: Prisoners of the Sky,2018.0,"
Animation, Action, Fantasy            ",7.1,"
The Seven Deadly Sins travel to the Sky Temple in search of an elusive ingredient.","
    Directors:
Yasuto Nishikata, 
Noriyuki Abe
| 
    Stars:
Yûki Kaji, 
Sora Amamiya, 
Misaki Kuno, 
Aoi Yûki
",0.004464902545451304,0.11606096131301288,0.0
O Mecanismo,2018.0,"
Crime, Drama, Thriller            ",8.4,"
Dramatic fiction series loosely inspired by an investigation of corruption in Brazil's private and state oil companies and construction companies.","
            
    Stars:
Caroline Abras, 
Selton Mello, 
Enrique Diaz, 
Jonathan Haagensen
",0.0398152976675982,0.04806565064478312,0.0
Shéhérazade,2018.0,"
Drama, Romance, Thriller            ",7.1,"
Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. This is where he meets Shéhérazade.","
    Director:
Jean-Bernard Marlin
| 
    Stars:
Dylan Robert, 
Kenza Fortas, 
Idir Azougli, 
Lisa Amedjout
",0.00201683893368277,0.12778429073856976,0.0
Five Came Back,2017.0,"
Documentary, Biography, History            ",8.3,"
The wartime contributions of five prominent Hollywood film directors during World War II are profiled.","
            
    Stars:
Francis Ford Coppola, 
Guillermo del Toro, 
Paul Greengrass, 
Lawrence Kasdan
",0.004747928561559272,0.07033997655334115,0.0
Crazyhead,2016.0,"
Comedy, Horror, Sci-Fi            ",7.3,"
Amy and Raquel attempt to navigate their way through the choppy waters of their early twenties whilst simultaneously kicking the ass of some seriously gnarly demons. What could possibly go wrong?","
            
    Stars:
Cara Theobold, 
Susan Wokoma, 
Lewis Reeves, 
Tony Curran
",0.005140153591756143,0.07033997655334115,0.0
Keopi peurinseu 1-hojeom,2007.0,"
Comedy, Drama, Romance            ",8.2,"
A tomboy, mistaken for a lad, maintains the deception for the sake of employment. The situation becomes complicated when her male boss begins to develop feelings for this ""boy.""","
            
    Stars:
Gong Yoo, 
Yun Eun-hye, 
Sun-kyun Lee, 
Jeong-an Chae
",0.005132353662178364,0.06447831184056271,0.0
Code Lyoko,2003.0,"
Animation, Action, Adventure            ",7.3,"
When a group of four boarding school students discover a supercomputer housed inside an abandoned factory, they find a virtual world called Lyoko and awaken a sentient multi-agent system virus that tries to take over the real world.","
            
    Stars:
Sharon Mann, 
Mirabelle Kirkland, 
Matthew Géczy, 
Barbara Scaff
",0.0053284661772768,0.03048065650644783,0.0
Darc,2018.0,"
Action, Crime, Thriller            ",5.8,"
To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.","
    Director:
Julius R. Nasso
| 
    Stars:
Tony Schiena, 
Armand Assante, 
Kippei Shîna, 
Shô Ikushima
",0.004578558662156078,0.11371629542790151,0.0
Guilty,2020.0,"
Drama, Thriller            ",5.4,"
When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth.","
    Director:
Ruchi Narain
| 
    Stars:
Kiara Advani, 
Taher Shabbir, 
Akansha Ranjan Kapoor, 
Gurfateh Pirzada
",0.004472702475029082,0.1395076201641266,0.0
